developerCountry,countryCode,userRatingCount,primaryGenreName,downloads,deviceType,hasPrivacyLink,hasTermsOfServiceLink,hasTermsOfServiceLinkRating,isCorporateEmailScore,adSpent,appAge,averageUserRating,appContentBrandSafetyRating,appDescriptionBrandSafetyRating,mfaRating,coppaRisk
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,59.43333333333333,0.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,1,Social Networking,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,84.1,0.0,medium,high,low,False
UNITED STATES,GLOBAL,2,Education,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,87.43333333333332,5.0,medium,low,low,True
CHINA,GLOBAL,7203,Games,5000000 - 10000000,GLOBAL,True,False,high,0.0,0.182886075949367,39.3,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,50 - 100,GLOBAL,True,False,high,99.0,0.0070385250412768,27.866666666666667,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,32.6,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,274,Finance,50000 - 100000,GLOBAL,True,False,high,99.0,0.0070385250412768,48.03333333333333,3.0,medium,low,low,False
REPUBLIC OF KOREA,GLOBAL,17,Productivity,10000 - 50000,GLOBAL,True,True,low,0.0,0.0070385250412768,111.93333333333334,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,90.4,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,488,Finance,100000 - 500000,GLOBAL,True,False,high,0.0,0.0070385250412768,134.9,3.0,medium,low,low,False
REPUBLIC OF KOREA,APAC,1282,Games,100 - 500,GLOBAL,True,False,high,0.0,5.280410245349414,8.266666666666667,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,1 - 5,GLOBAL,True,False,high,0.0,0.0070385250412768,48.6,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,56.2,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,13.033333333333331,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,500 - 1000,GLOBAL,True,False,high,99.0,0.0070385250412768,91.63333333333334,5.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,4667,Finance,100000 - 500000,GLOBAL,True,False,high,99.0,0.0070385250412768,52.3,1.0,medium,low,low,False
HONG KONG,SG,154697,Games,5000000 - 10000000,GLOBAL,True,False,high,0.0,6.051347291320424,67.9,4.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Education,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,67.9,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,49.9,4.0,medium,low,low,False
INDIA,GLOBAL,542,Books & Reference,10000 - 50000,smartphone,True,False,high,0.0,0.0070385250412768,74.2,4.0,low,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Beauty,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,96.06666666666666,0.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,500 - 1000,GLOBAL,True,False,high,0.0,0.0070385250412768,75.43333333333332,0.0,medium,medium,low,False
UKRAINE,EMEA,11073,Games,1000000 - 5000000,smartphone,True,False,high,0.0,0.0485622520309843,86.56666666666666,4.0,low,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,73.76666666666665,0.0,medium,low,low,False
"TAIWAN, PROVINCE OF CHINA",GLOBAL,244,News & Magazines,10000 - 50000,GLOBAL,True,False,high,0.0,0.0070385250412768,81.6,4.0,medium,low,low,False
SINGAPORE,TR,43343,Games,1000000 - 5000000,smartphone,True,False,high,99.0,0.9630600261147833,50.53333333333333,4.0,medium,low,low,True
ISRAEL,BR,168800,Games,10000000 - 50000000,smartphone,True,True,low,99.0,205.48474501758136,44.23333333333333,3.0,medium,medium,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Food & Drink,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,33.53333333333333,0.0,medium,low,low,False
CYPRUS,LATAM,11642,Games,1000000 - 5000000,GLOBAL,True,True,low,99.0,105.76833752761904,28.566666666666663,4.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,41.0,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,MM,0,Games,50000 - 100000,smartphone,True,False,high,0.0,0.898352213166593,1.4666666666666666,0.0,medium,low,low,False
INDIA,GLOBAL,0,Games,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,11.666666666666666,4.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,50 - 100,GLOBAL,True,True,low,99.0,0.0070385250412768,87.83333333333333,5.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,EC,2563,Games,5000000 - 10000000,GLOBAL,True,False,high,0.0,71.08843821932629,20.6,4.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,500 - 1000,GLOBAL,True,False,high,0.0,0.0070385250412768,40.6,0.0,medium,low,low,False
POLAND,RU,561,Music & Audio,10000 - 50000,smartphone,True,True,low,0.0,10729.73081185981,53.6,4.0,medium,low,low,False
JORDAN,GLOBAL,0,Education,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,42.3,4.0,medium,low,low,False
UNITED KINGDOM,APAC,26536,Games,500000 - 1000000,smartphone,True,True,low,99.0,47.71690644632322,39.1,4.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Maps & Navigation,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,45.0,3.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Food & Drink,500 - 1000,GLOBAL,True,False,high,99.0,0.0070385250412768,22.3,0.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,97.63333333333334,0.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,3.633333333333333,4.0,medium,low,low,False
UZBEKISTAN,GLOBAL,0,Education,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,17.766666666666666,4.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,BR,18610,Tools,500000 - 1000000,smartphone,True,False,high,0.0,0.0243663241007645,58.53333333333333,4.0,medium,low,medium,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,56.0,4.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,0,News,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,134.23333333333332,0.0,medium,low,low,False
UNITED KINGDOM,GLOBAL,0,Education,1000 - 5000,GLOBAL,True,True,low,99.0,0.0070385250412768,37.96666666666666,0.0,medium,low,low,False
HONG KONG,GLOBAL,0,Games,100000 - 500000,tablet,True,True,low,0.0,0.4815367229133619,19.066666666666663,0.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,50.9,4.0,medium,low,low,False
CYPRUS,CZ,683,Games,100000 - 500000,GLOBAL,True,False,high,99.0,10.411237507487046,20.066666666666663,3.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,APAC,26,Games,1000 - 5000,GLOBAL,True,False,high,0.0,13.257828783084763,3.0,3.0,medium,medium,low,False
UNITED STATES,GLOBAL,26,Entertainment,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,57.3,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,12,Weather,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,91.6,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,19,Games,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,113.4,4.0,medium,low,low,False
TURKEY,FR,18665,Video Players & Editors,1000000 - 5000000,GLOBAL,True,True,low,0.0,31.74355486891762,41.43333333333333,4.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,PH,27474,Games,10000000 - 50000000,smartphone,True,False,high,0.0,4.1416468850976615,104.53333333333332,3.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Utilities,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,11.333333333333334,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,120.4,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Education,500 - 1000,GLOBAL,True,False,high,0.0,0.0070385250412768,86.83333333333333,4.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Finance,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,19.266666666666666,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Lifestyle,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,36.766666666666666,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Music & Audio,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,130.6,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,ID,170,Tools,50000 - 100000,smartphone,True,True,low,0.0,1419.4373564488628,2.2,3.0,medium,low,low,False
RUSSIAN FEDERATION,GLOBAL,5480,Education,100000 - 500000,smartphone,True,False,high,0.0,0.0070385250412768,109.63333333333334,4.0,low,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,US,539,Books & Reference,10000 - 50000,tablet,True,False,high,0.0,4.703278568278591,74.96666666666667,4.0,medium,low,low,False
UNITED KINGDOM,GLOBAL,87,Entertainment,1000 - 5000,GLOBAL,True,False,high,99.0,0.0070385250412768,101.03333333333332,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,95.16666666666669,0.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Entertainment,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,45.4,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,59,Games,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,77.26666666666665,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,5,Games,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,99.0,4.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Books & Reference,10 - 50,GLOBAL,True,True,low,0.0,0.0070385250412768,33.833333333333336,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,50 - 100,GLOBAL,True,False,high,0.0,0.0070385250412768,19.4,4.0,medium,low,low,False
CZECH REPUBLIC,JO,69284,Games,5000000 - 10000000,GLOBAL,True,False,high,99.0,0.2709593791770271,38.93333333333333,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Entertainment,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,6.833333333333333,2.0,medium,low,low,False
HONG KONG,MY,4048,Games,1000000 - 5000000,GLOBAL,True,True,low,99.0,8.107408723902997,9.8,4.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Travel,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,46.46666666666666,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Entertainment,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,71.13333333333334,3.0,low,low,low,False
UNITED STATES,PR,2486,Games,1000000 - 5000000,smartphone,True,False,high,99.0,0.3220217189945165,2.1666666666666665,4.0,medium,low,low,False
CHINA,GLOBAL,14,Health & Fitness,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,44.86666666666667,1.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,12.033333333333331,0.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,ID,27979,Games,10000000 - 50000000,GLOBAL,True,True,low,99.0,1804.6827185808284,30.633333333333333,4.0,medium,low,low,True
RUSSIAN FEDERATION,GLOBAL,6,Business,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,47.23333333333333,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Finance,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,82.66666666666667,0.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Business,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,53.03333333333333,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,50 - 100,GLOBAL,True,False,high,0.0,0.0070385250412768,68.0,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,25.766666666666666,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Maps & Navigation,500 - 1000,GLOBAL,True,True,low,0.0,0.0070385250412768,94.66666666666669,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Utilities,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,114.3,0.0,medium,low,low,False
REPUBLIC OF KOREA,GLOBAL,49,Games,1000 - 5000,GLOBAL,True,False,high,99.0,0.0070385250412768,90.93333333333332,4.0,medium,medium,low,False
UNITED STATES,EMEA,12288,Games,5000000 - 10000000,tablet,True,True,low,0.0,44.23231874433965,32.1,4.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,98.13333333333334,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,50.23333333333333,4.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,60,Music & Audio,10000 - 50000,GLOBAL,True,False,high,0.0,0.0070385250412768,40.43333333333333,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,33.3,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,25.166666666666668,0.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,100 - 500,GLOBAL,True,True,low,0.0,0.0070385250412768,95.3,4.0,medium,low,low,False
BRITISH VIRGIN ISLANDS,VN,704755,Finance,50000000 - 100000000,smartphone,True,False,high,99.0,428.7975324801978,139.4,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,67,Games,10000 - 50000,GLOBAL,True,False,high,99.0,0.0070385250412768,70.1,4.0,medium,medium,low,False
JAPAN,GLOBAL,15,Personalization,1000 - 5000,GLOBAL,True,True,low,99.0,0.0070385250412768,133.63333333333333,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,18,Entertainment,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,45.333333333333336,4.0,medium,medium,low,False
CANNOT IDENTIFY COUNTRY,TR,243850,Health & Fitness,1000000 - 5000000,GLOBAL,True,False,high,99.0,14.05003413101728,114.83333333333331,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Communication,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,92.96666666666668,5.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Medical,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,5.2,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,TH,0,Tools,100000 - 500000,GLOBAL,True,False,high,0.0,0.028755982313161,14.633333333333333,4.0,medium,low,low,False
REPUBLIC OF KOREA,GLOBAL,45,Entertainment,500 - 1000,GLOBAL,True,False,high,99.0,0.0070385250412768,160.43333333333334,2.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,50 - 100,GLOBAL,True,False,high,99.0,0.0070385250412768,67.63333333333334,4.0,medium,low,low,False
SWEDEN,GLOBAL,0,Shopping,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,88.56666666666666,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,50 - 100,GLOBAL,True,False,high,99.0,0.0070385250412768,27.866666666666667,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,50 - 100,GLOBAL,True,False,high,99.0,0.0070385250412768,63.4,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Magazines & Newspapers,100 - 500,GLOBAL,True,True,low,99.0,0.0070385250412768,25.466666666666665,0.0,medium,high,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,28,Video Players & Editors,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,59.766666666666666,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,57.7,4.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Productivity,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,73.83333333333333,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Business,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,33.46666666666667,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,2,Travel,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,186.0,1.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,3664,Tools,100000 - 500000,tablet,True,False,high,0.0,0.0070385250412768,27.6,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,CL,0,Games,500 - 1000,smartphone,True,False,high,0.0,3.02979284908141,8.766666666666667,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Auto & Vehicles,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,55.3,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,8,Lifestyle,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,91.2,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,17,Photography,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,53.56666666666667,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,900,Games,500000 - 1000000,GLOBAL,True,False,high,0.0,0.0070385250412768,82.63333333333334,3.0,low,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Auto & Vehicles,1000 - 5000,GLOBAL,True,False,high,99.0,0.0070385250412768,65.5,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Lifestyle,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,62.4,5.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,105,Music & Audio,10000 - 50000,GLOBAL,True,False,high,0.0,0.0070385250412768,59.266666666666666,4.0,medium,low,low,False
PAKISTAN,GLOBAL,38,Games,10000 - 50000,GLOBAL,True,False,high,0.0,0.0070385250412768,41.833333333333336,3.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Business,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,52.46666666666666,4.0,medium,low,low,False
ROMANIA,PK,1947,Games,100 - 500,tablet,True,False,high,99.0,2.893895860118088,54.36666666666667,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Shopping,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,47.133333333333326,4.0,medium,low,low,False
INDIA,GLOBAL,19,Personalization,1000 - 5000,GLOBAL,True,True,low,0.0,0.0070385250412768,39.03333333333333,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,7,Tools,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,68.4,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,6,Shopping,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,47.93333333333333,5.0,medium,low,low,False
ANGOLA,GLOBAL,0,Shopping,1000 - 5000,GLOBAL,True,False,high,0.0,0.0070385250412768,39.2,4.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,69,Food & Drink,10000 - 50000,GLOBAL,True,False,high,99.0,0.0070385250412768,46.86666666666667,3.0,medium,high,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,0,Comics,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,64.33333333333333,4.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Personalization,5 - 10,GLOBAL,True,False,high,0.0,0.0070385250412768,32.06666666666667,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Tools,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,63.3,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,EMEA,220,Finance,10000 - 50000,smartphone,True,False,high,0.0,71.70684014184422,31.933333333333334,3.0,medium,low,low,False
TURKEY,RU,7135,Games,100 - 500,smartphone,True,False,high,99.0,25.093555248496514,37.86666666666667,4.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,13,Shopping,1000 - 5000,GLOBAL,True,True,low,99.0,0.0070385250412768,60.36666666666667,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,AR,1681,Games,500000 - 1000000,smartphone,True,False,high,0.0,4.198020820078771,18.53333333333333,4.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Entertainment,1 - 5,GLOBAL,True,False,high,0.0,0.0070385250412768,51.53333333333333,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,74,Music & Audio,5000 - 10000,GLOBAL,True,False,high,0.0,0.0070385250412768,65.36666666666666,4.0,medium,low,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,34434,Entertainment,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,79.9,4.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Food & Drink,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,54.23333333333333,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Health & Fitness,500 - 1000,GLOBAL,True,False,high,0.0,0.0070385250412768,18.366666666666667,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,10 - 50,GLOBAL,True,False,high,99.0,0.0070385250412768,40.43333333333333,0.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,1 - 5,GLOBAL,True,False,high,0.0,0.0070385250412768,22.633333333333333,4.0,medium,low,low,False
FRANCE,GLOBAL,1,Utilities,100 - 500,GLOBAL,True,True,low,99.0,0.0070385250412768,63.333333333333336,5.0,medium,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1,Productivity,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,50.5,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,1856,Personalization,50000 - 100000,GLOBAL,True,False,high,0.0,0.0070385250412768,92.7333333333333,4.0,medium,low,low,False
JAPAN,US,1305,Education,100 - 500,smartphone,True,True,low,99.0,8.269501889803704,108.46666666666668,4.0,low,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Education,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,49.8,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Games,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,3.4333333333333327,0.0,medium,low,low,True
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,396,Book,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,36.43333333333333,4.0,medium,high,low,False
CANNOT IDENTIFY COUNTRY,GLOBAL,28,Finance,1000 - 5000,GLOBAL,True,False,high,99.0,0.0070385250412768,24.23333333333333,4.0,medium,high,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,0,Music & Audio,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,89.46666666666667,5.0,medium,low,low,False
CANADA,EMEA,2404,Games,100 - 500,GLOBAL,True,False,high,99.0,0.1142683544303797,124.96666666666668,4.0,low,medium,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,80,Games,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,121.7,3.0,medium,high,low,False
FRANCE,GLOBAL,0,Health & Fitness,100 - 500,GLOBAL,True,False,high,99.0,0.0070385250412768,67.23333333333333,0.0,medium,low,low,False
REPUBLIC OF KOREA,GLOBAL,0,Education,10 - 50,GLOBAL,True,False,high,0.0,0.0070385250412768,70.56666666666666,0.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,MY,761,Entertainment,100000 - 500000,smartphone,True,False,high,0.0,0.1736593567176419,45.633333333333326,3.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,11,Tools,500 - 1000,GLOBAL,True,False,high,99.0,0.0070385250412768,56.36666666666667,4.0,medium,low,low,False
ADDRESS NOT LISTED IN PLAYSTORE,GLOBAL,10,Lifestyle,100 - 500,GLOBAL,True,False,high,0.0,0.0070385250412768,45.6,4.0,medium,low,low,False
